1	270
2	173
3	173
4	121
5	121
6	122
7	115
8	95
9	97
10	96
11	94
12	95
13	94
14	95
15	97
16	85
17	104
18	116
19	116
20	206
21	197
22	154
23	165
24	166
25	82
26	82
27	85
28	84
29	85
30	84
31	85
32	82
33	83
34	82
35	80
36	80
37	83
38	84
39	105
40	103
41	103
42	193
43	104
44	101
45	115
46	93
47	93
48	176
49	168
50	79
51	81
52	83
53	80
54	82
55	82
56	83
57	83
58	83
59	83
60	81
61	80
62	87
63	94
64	93
65	113
66	113
67	105
68	101
69	93
70	94
71	94
72	94
73	93
74	92
75	92
76	95
77	94
78	101
79	93
80	94
81	93
82	93
83	93
84	94
85	94
86	94
87	100
88	93
89	101
90	93
91	93
92	93
93	92
94	99
95	92
96	92
97	94
98	94
99	94
100	94
101	94
102	99
103	120
104	92
105	94
106	94
107	94
108	94
109	93
110	100
111	94
112	94
113	94
114	94
115	94
116	94
117	94
118	100
119	100
120	94
121	93
122	93
123	94
124	93
125	135
126	139
127	133
128	133
129	135
130	134
131	134
132	135
133	132
134	132
135	135
136	135
137	134
138	134
139	134
140	135
141	135
142	134
143	134
144	134
145	134
146	137
147	134
148	147
149	134
150	133
151	134
152	138
153	134
154	135
155	135
156	134
157	134
158	134
159	134
160	134
161	134
162	135
163	135
164	133
165	133
166	134
167	148
168	134
169	134
170	134
171	133
172	134
173	135
174	135
175	132
176	133
177	135
178	134
179	135
180	135
181	135
182	134
183	134
184	133
185	135
186	135
187	135
188	134
189	134
190	135
191	135
192	133
193	132
194	132
195	135
196	135
197	135
198	134
199	134
200	133
201	138
202	135
203	135
204	134
205	142
206	142
207	145
208	133
209	134
210	134
211	135
212	132
213	137
214	132
215	134
216	134
217	134
218	134
219	134
220	134
221	134
222	134
223	133
224	133
225	132
226	133
227	134
228	135
229	134
230	146
231	133
232	133
233	134
234	135
235	136
236	133
237	132
238	133
239	135
240	135
241	135
242	135
243	134
244	148
245	134
246	134
247	146
248	147
249	140
250	296
251	282
252	279
253	289
254	284
255	284
256	286
257	284
258	296
259	289
260	290
261	281
262	290
263	285
264	272
265	289
266	285
267	279
268	287
269	280
270	285
271	290
272	282
273	268
274	284
275	288
276	286
277	284
278	285
279	273
280	290
281	281
282	289
283	290
284	284
285	284
286	290
287	286
288	325
289	290
290	279
291	283
292	284
293	302
294	290
295	284
296	279
297	287
298	290
299	265
300	278
301	285
302	271
303	285
